description,city_name,date
"In Pune during 07/2012, the average temperature was 23.84°C, with highs up to 29.90°C and lows down to 20.90°C. There were 606.00 hours of precipitation and total precipitation of 346.40 mm. There were 136.66 hours of sunshine, with an average of 13.11 hours of daylight. The most frequent weather was Light Rain occurring on 10 days.",Pune,2012-07
"In Pune during 08/2012, the average temperature was 23.57°C, with highs up to 29.30°C and lows down to 21.50°C. There were 568.00 hours of precipitation and total precipitation of 291.40 mm. There were 168.79 hours of sunshine, with an average of 12.74 hours of daylight. The most frequent weather was Drizzle occurring on 16 days.",Pune,2012-08
"In Pune during 09/2012, the average temperature was 23.85°C, with highs up to 32.50°C and lows down to 19.40°C. There were 372.00 hours of precipitation and total precipitation of 215.90 mm. There were 233.14 hours of sunshine, with an average of 12.24 hours of daylight. The most frequent weather was Drizzle occurring on 10 days.",Pune,2012-09
"In Pune during 10/2012, the average temperature was 24.69°C, with highs up to 31.90°C and lows down to 15.90°C. There were 143.00 hours of precipitation and total precipitation of 210.50 mm. There were 279.37 hours of sunshine, with an average of 11.71 hours of daylight. The most frequent weather was Cloudy occurring on 6 days.",Pune,2012-10
"In Pune during 11/2012, the average temperature was 24.43°C, with highs up to 32.30°C and lows down to 14.00°C. There were 2.00 hours of precipitation and total precipitation of 0.40 mm. There were 301.95 hours of sunshine, with an average of 11.26 hours of daylight. The most frequent weather was Partly Cloudy occurring on 10 days.",Pune,2012-11
"In Pune during 12/2012, the average temperature was 23.41°C, with highs up to 32.70°C and lows down to 13.30°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 309.88 hours of sunshine, with an average of 11.04 hours of daylight. The most frequent weather was Cloudy occurring on 18 days.",Pune,2012-12
"In Pune during 01/2013, the average temperature was 22.99°C, with highs up to 32.60°C and lows down to 13.30°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 320.20 hours of sunshine, with an average of 11.16 hours of daylight. The most frequent weather was Sunny occurring on 19 days.",Pune,2013-01
"In Pune during 02/2013, the average temperature was 24.70°C, with highs up to 34.40°C and lows down to 12.90°C. There were 8.00 hours of precipitation and total precipitation of 2.10 mm. There were 299.28 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Pune,2013-02
"In Pune during 03/2013, the average temperature was 27.36°C, with highs up to 37.30°C and lows down to 16.60°C. There were 3.00 hours of precipitation and total precipitation of 1.30 mm. There were 344.02 hours of sunshine, with an average of 12.04 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Pune,2013-03
"In Pune during 04/2013, the average temperature was 28.59°C, with highs up to 41.20°C and lows down to 17.70°C. There were 5.00 hours of precipitation and total precipitation of 2.30 mm. There were 353.12 hours of sunshine, with an average of 12.57 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Pune,2013-04
"In Pune during 05/2013, the average temperature was 28.85°C, with highs up to 40.80°C and lows down to 21.10°C. There were 20.00 hours of precipitation and total precipitation of 5.80 mm. There were 364.44 hours of sunshine, with an average of 13.01 hours of daylight. The most frequent weather was Partly Cloudy occurring on 13 days.",Pune,2013-05
"In Pune during 06/2013, the average temperature was 24.25°C, with highs up to 34.80°C and lows down to 21.00°C. There were 554.00 hours of precipitation and total precipitation of 546.30 mm. There were 143.13 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Rain occurring on 12 days.",Pune,2013-06
"In Pune during 07/2013, the average temperature was 22.74°C, with highs up to 26.80°C and lows down to 21.40°C. There were 721.00 hours of precipitation and total precipitation of 900.90 mm. There were 70.66 hours of sunshine, with an average of 13.12 hours of daylight. The most frequent weather was Light Rain occurring on 12 days.",Pune,2013-07
"In Pune during 08/2013, the average temperature was 22.85°C, with highs up to 26.90°C and lows down to 20.80°C. There were 619.00 hours of precipitation and total precipitation of 297.30 mm. There were 159.80 hours of sunshine, with an average of 12.74 hours of daylight. The most frequent weather was Drizzle occurring on 13 days.",Pune,2013-08
"In Pune during 09/2013, the average temperature was 23.44°C, with highs up to 29.30°C and lows down to 20.30°C. There were 359.00 hours of precipitation and total precipitation of 262.80 mm. There were 192.82 hours of sunshine, with an average of 12.24 hours of daylight. The most frequent weather was Drizzle occurring on 11 days.",Pune,2013-09
"In Pune during 10/2013, the average temperature was 24.28°C, with highs up to 30.50°C and lows down to 18.70°C. There were 145.00 hours of precipitation and total precipitation of 53.90 mm. There were 296.41 hours of sunshine, with an average of 11.72 hours of daylight. The most frequent weather was Light Drizzle occurring on 10 days.",Pune,2013-10
"In Pune during 11/2013, the average temperature was 23.84°C, with highs up to 31.50°C and lows down to 14.70°C. There were 9.00 hours of precipitation and total precipitation of 3.10 mm. There were 300.83 hours of sunshine, with an average of 11.27 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Pune,2013-11
"In Pune during 12/2013, the average temperature was 21.67°C, with highs up to 29.70°C and lows down to 11.90°C. There were 6.00 hours of precipitation and total precipitation of 1.30 mm. There were 310.03 hours of sunshine, with an average of 11.04 hours of daylight. The most frequent weather was Sunny occurring on 13 days.",Pune,2013-12
"In Pune during 01/2014, the average temperature was 22.32°C, with highs up to 30.50°C and lows down to 12.00°C. There were 6.00 hours of precipitation and total precipitation of 1.30 mm. There were 313.78 hours of sunshine, with an average of 11.16 hours of daylight. The most frequent weather was Cloudy occurring on 14 days.",Pune,2014-01
"In Pune during 02/2014, the average temperature was 22.64°C, with highs up to 33.60°C and lows down to 12.20°C. There were 9.00 hours of precipitation and total precipitation of 2.30 mm. There were 298.72 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Cloudy occurring on 11 days.",Pune,2014-02
"In Pune during 03/2014, the average temperature was 26.51°C, with highs up to 38.30°C and lows down to 12.90°C. There were 9.00 hours of precipitation and total precipitation of 3.80 mm. There were 344.79 hours of sunshine, with an average of 12.04 hours of daylight. The most frequent weather was Mainly Sunny occurring on 13 days.",Pune,2014-03
"In Pune during 04/2014, the average temperature was 29.41°C, with highs up to 39.70°C and lows down to 18.00°C. There were 11.00 hours of precipitation and total precipitation of 8.10 mm. There were 354.82 hours of sunshine, with an average of 12.56 hours of daylight. The most frequent weather was Sunny occurring on 7 days.",Pune,2014-04
"In Pune during 05/2014, the average temperature was 28.98°C, with highs up to 39.50°C and lows down to 20.50°C. There were 34.00 hours of precipitation and total precipitation of 26.10 mm. There were 356.02 hours of sunshine, with an average of 13.00 hours of daylight. The most frequent weather was Drizzle occurring on 6 days.",Pune,2014-05
"In Pune during 06/2014, the average temperature was 26.94°C, with highs up to 37.80°C and lows down to 21.80°C. There were 243.00 hours of precipitation and total precipitation of 69.80 mm. There were 319.69 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Drizzle occurring on 10 days.",Pune,2014-06
"In Pune during 07/2014, the average temperature was 23.67°C, with highs up to 31.20°C and lows down to 21.00°C. There were 631.00 hours of precipitation and total precipitation of 746.40 mm. There were 131.72 hours of sunshine, with an average of 13.12 hours of daylight. The most frequent weather was Drizzle occurring on 10 days.",Pune,2014-07
"In Pune during 08/2014, the average temperature was 23.51°C, with highs up to 29.90°C and lows down to 20.90°C. There were 590.00 hours of precipitation and total precipitation of 581.70 mm. There were 175.09 hours of sunshine, with an average of 12.74 hours of daylight. The most frequent weather was Rain occurring on 15 days.",Pune,2014-08
"In Pune during 09/2014, the average temperature was 23.89°C, with highs up to 31.70°C and lows down to 20.00°C. There were 332.00 hours of precipitation and total precipitation of 205.70 mm. There were 253.22 hours of sunshine, with an average of 12.24 hours of daylight. The most frequent weather was Drizzle occurring on 10 days.",Pune,2014-09
"In Pune during 10/2014, the average temperature was 25.34°C, with highs up to 33.60°C and lows down to 16.40°C. There were 92.00 hours of precipitation and total precipitation of 60.90 mm. There were 287.07 hours of sunshine, with an average of 11.72 hours of daylight. The most frequent weather was Cloudy occurring on 8 days.",Pune,2014-10
"In Pune during 11/2014, the average temperature was 24.29°C, with highs up to 32.20°C and lows down to 14.90°C. There were 49.00 hours of precipitation and total precipitation of 32.20 mm. There were 284.16 hours of sunshine, with an average of 11.27 hours of daylight. The most frequent weather was Cloudy occurring on 15 days.",Pune,2014-11
"In Pune during 12/2014, the average temperature was 21.52°C, with highs up to 31.20°C and lows down to 11.70°C. There were 26.00 hours of precipitation and total precipitation of 12.30 mm. There were 304.66 hours of sunshine, with an average of 11.04 hours of daylight. The most frequent weather was Cloudy occurring on 14 days.",Pune,2014-12
"In Pune during 01/2015, the average temperature was 21.20°C, with highs up to 29.70°C and lows down to 12.50°C. There were 1.00 hours of precipitation and total precipitation of 0.20 mm. There were 319.95 hours of sunshine, with an average of 11.15 hours of daylight. The most frequent weather was Cloudy occurring on 15 days.",Pune,2015-01
